CustomerNumber,OfferAccepted,Reward,MailerType,IncomeLevel,NumBankAccountsOpen,OverdraftProtection,CreditRating,NumCreditCardsHeld,NumHomesOwned,HouseholdSize,OwnYourHome,AverageBalance,Q1Balance,Q2Balance,Q3Balance,Q4Balance,Rand,Keep,Accepted
1118,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,894.75,906,884,857,932,0.136471868,1,0
1119,No,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,1185.5,1594,1676,983,489,0.136471868,1,0
1120,No,Cash Back,Postcard,High,1,No,High,2,2,4,No,1068,781,640,1411,1440,0.136471868,1,0
1121,No,Cash Back,Postcard,Medium,2,No,Low,1,2,5,Yes,717,879,726,672,591,0.136471868,1,0
1122,No,Air Miles,Postcard,Medium,1,Yes,High,2,2,4,Yes,1187,1465,1355,1319,609,0.136471868,1,0
1123,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,4,No,1205.25,118,1621,1839,1243,0.136471868,1,1
1124,No,Points,Postcard,Medium,1,No,Low,2,1,4,No,1053.25,2000,847,795,571,0.136471868,1,0
1125,No,Air Miles,Letter,High,2,No,High,1,2,3,Yes,1263.5,570,667,2141,1676,0.136471868,1,0
1126,Yes,Points,Letter,High,1,No,Low,1,1,1,Yes,212,488,294,40,26,0.136471868,1,1
1127,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1087.75,1194,626,898,1633,0.136471868,1,0
1128,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,229.5,31,389,82,416,0.136471868,1,0
1129,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1115.5,692,1587,1381,802,0.136471868,1,0
1130,No,Points,Postcard,Low,2,No,High,2,1,4,Yes,1265,518,727,1763,2052,0.136471868,1,0
1131,No,Cash Back,Letter,High,1,No,Medium,2,1,3,No,1293.75,1261,864,1866,1184,0.136471868,1,0
1132,No,Cash Back,Postcard,Medium,1,No,Low,4,1,4,Yes,1372,950,1296,1702,1540,0.136471868,1,0
1133,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1090.75,597,1302,1097,1367,0.136471868,1,0
1134,No,Points,Postcard,High,1,No,Low,2,1,2,No,1152.5,1117,867,1269,1357,0.136471868,1,0
1135,No,Cash Back,Postcard,Low,1,No,Medium,2,1,6,Yes,1335.75,1494,1611,908,1330,0.136471868,1,0
1136,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,728,862,854,680,516,0.136471868,1,0
1137,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1177,1963,811,1347,587,0.136471868,1,0
1138,No,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,758,900,553,895,684,0.136471868,1,0
1139,No,Points,Postcard,High,2,No,Low,3,1,6,No,966.5,1588,1449,583,246,0.136471868,1,0
1140,No,Cash Back,Letter,Medium,2,No,High,3,1,2,Yes,966,990,949,964,961,0.136471868,1,0
1141,No,Points,Letter,Medium,1,Yes,Medium,4,1,4,Yes,1042.5,1939,1387,667,177,0.136471868,1,0
1142,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,861.75,351,437,2113,546,0.136471868,1,0
1143,No,Cash Back,Letter,High,1,No,High,2,2,4,Yes,1072.25,1840,1417,624,408,0.136471868,1,0
1144,Yes,Points,Letter,Medium,1,Yes,Medium,1,1,4,No,1166,1428,1610,869,757,0.136471868,1,1
1145,No,Cash Back,Postcard,Low,1,No,High,2,2,5,Yes,1134,657,598,1773,1508,0.136471868,1,0
1146,No,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1110.5,339,1345,912,1846,0.136471868,1,0
1147,No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,129.75,38,82,229,170,0.136471868,1,0
1148,No,Cash Back,Letter,Medium,2,Yes,Medium,2,1,3,Yes,943,1670,1341,616,145,0.136471868,1,0
1149,No,Points,Postcard,Medium,1,No,Low,1,1,5,Yes,1314.25,2084,1310,1013,850,0.136471868,1,0
1150,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1266.5,618,1154,1548,1746,0.136471868,1,0
1151,No,Cash Back,Postcard,Medium,1,No,High,1,1,1,Yes,780.75,789,666,922,746,0.136471868,1,0
1152,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,No,772.75,731,978,620,762,0.136471868,1,0
1153,No,Air Miles,Postcard,Low,1,No,Low,2,1,2,No,704.75,784,603,884,548,0.136471868,1,0
1154,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,1044.75,487,1321,1571,800,0.136471868,1,0
1155,No,Points,Postcard,Medium,3,No,Low,2,1,2,No,932.25,1509,1221,783,216,0.136471868,1,0
1156,No,Points,Postcard,High,1,No,High,2,2,4,Yes,1239.75,945,1671,1598,745,0.136471868,1,0
1157,No,Cash Back,Postcard,Low,1,No,Low,3,2,4,Yes,847.5,129,644,1001,1616,0.136471868,1,0
1158,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,946.25,1656,1211,519,399,0.136471868,1,0
1159,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,1181.5,478,612,1555,2081,0.136471868,1,0
1160,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,1,Yes,1210,863,1084,1503,1390,0.136471868,1,0
1161,No,Air Miles,Letter,High,1,No,Low,3,1,2,Yes,887.75,162,1083,1073,1233,0.136471868,1,0
1162,No,Air Miles,Letter,Low,2,Yes,High,1,1,4,Yes,866.75,1294,881,698,594,0.136471868,1,0
1163,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,1136.5,1733,1238,849,726,0.136471868,1,1
1164,No,Points,Letter,Low,2,No,High,2,3,3,Yes,958,1739,1472,583,38,0.136471868,1,0
1165,No,Air Miles,Letter,High,1,No,Medium,1,2,3,Yes,652.5,537,838,702,533,0.136471868,1,0
1166,No,Cash Back,Letter,High,2,No,High,1,1,3,Yes,1072,288,989,1001,2010,0.136471868,1,0
1167,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1264.5,618,1199,1527,1714,0.136471868,1,1
1168,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1329.25,748,757,1758,2054,0.136471868,1,0
1169,No,Cash Back,Letter,Medium,2,No,Medium,3,1,5,No,1231.5,233,1316,1289,2088,0.136471868,1,0
1170,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,Yes,1239.5,1506,1369,1113,970,0.136471868,1,0
1171,Yes,Cash Back,Postcard,Medium,1,No,Low,2,2,6,Yes,1242.75,470,1393,2044,1064,0.136471868,1,1
1172,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,786.25,857,807,882,599,0.136471868,1,0
1173,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,Yes,928.25,1610,1009,772,322,0.136471868,1,0
1174,No,Air Miles,Letter,Medium,2,No,Low,2,1,6,Yes,1061.25,1319,1364,1075,487,0.136471868,1,0
1175,Yes,Points,Postcard,Low,1,No,Low,1,1,4,Yes,205.25,431,160,222,8,0.136471868,1,1
1176,No,Points,Postcard,High,1,No,Low,2,1,5,Yes,759,717,800,563,956,0.136471868,1,0
1177,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,170.75,160,107,107,309,0.136471868,1,0
1178,No,Air Miles,Letter,Low,1,Yes,Medium,2,2,1,Yes,1163.75,525,1444,1486,1200,0.136471868,1,0
1179,No,Air Miles,Letter,High,2,No,Medium,2,1,4,Yes,778,846,602,965,699,0.136471868,1,0
1180,No,Points,Letter,Medium,2,Yes,Medium,1,1,3,No,1107.5,1130,1581,991,728,0.136471868,1,0
1181,No,Points,Letter,Low,2,No,High,1,1,3,Yes,1013,1738,1166,804,344,0.136471868,1,0
1182,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,1118,2020,1545,681,226,0.136471868,1,0
1183,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1008,1077,856,1320,779,0.136471868,1,0
1184,Yes,Air Miles,Postcard,Medium,1,No,High,2,2,3,No,931.5,307,606,1379,1434,0.136471868,1,1
1185,No,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1292.5,988,1384,1583,1215,0.136471868,1,0
1186,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,239.25,62,302,320,273,0.136471868,1,0
1187,Yes,Points,Postcard,High,1,No,Low,1,1,4,Yes,834.5,951,937,629,821,0.136471868,1,1
1188,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1018.5,58,1828,1651,537,0.136471868,1,0
1189,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,1219.25,816,867,1733,1461,0.136471868,1,0
1190,No,Air Miles,Postcard,Medium,2,No,High,1,1,4,No,917.25,1559,1499,536,75,0.136471868,1,0
1191,No,Cash Back,Letter,Medium,1,No,Medium,1,1,2,Yes,1052.75,609,1341,1358,903,0.136471868,1,0
1192,No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,1053.75,1833,1111,777,494,0.136471868,1,0
1193,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,180.5,62,200,430,30,0.136471868,1,0
1194,No,Cash Back,Letter,Medium,1,Yes,High,3,2,2,Yes,1053.75,832,875,1898,610,0.136471868,1,0
1195,No,Points,Letter,High,1,Yes,High,2,1,3,Yes,1091.25,357,1303,1497,1208,0.136471868,1,0
1196,No,Points,Letter,Low,1,No,Low,2,1,4,No,715,530,637,722,971,0.136471868,1,0
1197,No,Cash Back,Letter,Medium,1,No,Medium,3,2,2,Yes,953.25,1942,1137,513,221,0.136471868,1,0
1198,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1314.5,134,1309,1713,2102,0.136471868,1,1
1199,No,Cash Back,Letter,Medium,2,Yes,Low,1,1,5,No,878,1740,1182,560,30,0.136471868,1,0
1200,No,Points,Letter,Low,2,No,Medium,2,1,2,No,1505.5,815,1493,2100,1614,0.136471868,1,0
1201,No,Points,Postcard,High,2,No,Low,2,1,3,Yes,746,593,830,876,685,0.136471868,1,0
1202,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,259.25,115,150,382,390,0.136471868,1,0
1203,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1061.5,1775,1416,971,84,0.136471868,1,0
1204,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,1634.25,1679,1606,1690,1562,0.136471868,1,0
1205,No,Air Miles,Postcard,Low,2,No,High,3,1,4,No,1307.75,1167,1336,2131,597,0.136471868,1,0
1206,No,Points,Letter,Medium,2,No,Low,3,1,3,Yes,1191.75,1067,1524,1152,1024,0.136471868,1,0
1207,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,743.25,968,590,687,728,0.136471868,1,0
1208,Yes,Points,Postcard,Low,1,No,Low,3,2,3,Yes,860.5,759,754,964,965,0.136471868,1,1
1209,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,1126.5,972,1251,1026,1257,0.136471868,1,1
1210,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1071.25,1515,1183,647,940,0.136471868,1,0
1211,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,743.75,694,845,873,563,0.136471868,1,0
1212,No,Air Miles,Postcard,Low,1,No,High,1,1,4,No,829.25,837,970,584,926,0.136471868,1,0
1213,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,3,Yes,959.5,46,1230,853,1709,0.136471868,1,0
1214,No,Cash Back,Letter,Medium,1,No,Medium,2,1,2,No,229.5,24,312,103,479,0.136471868,1,0
1215,No,Points,Postcard,High,1,No,High,2,2,5,No,814,892,830,681,853,0.136471868,1,0
1216,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1081.25,230,1591,2008,496,0.136471868,1,0
1217,Yes,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1466.5,2037,1708,1295,826,0.136471868,1,1
1218,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1145.25,418,1075,1920,1168,0.136471868,1,0
1219,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1126.25,2045,1084,467,909,0.136471868,1,1
1220,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,1151.25,491,1058,1857,1199,0.136471868,1,0
1221,No,Cash Back,Postcard,High,1,No,Medium,1,2,3,No,1381.5,662,1743,1962,1159,0.136471868,1,0
1222,No,Air Miles,Letter,High,2,No,Medium,2,1,3,No,1000.5,489,1057,1040,1416,0.136471868,1,0
1223,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,No,854.25,971,810,722,914,0.136471868,1,0
1224,No,Points,Letter,Low,2,No,Medium,1,1,4,No,1053.5,537,1058,856,1763,0.136471868,1,0
1225,Yes,Air Miles,Letter,Medium,1,No,Low,3,2,3,No,230.25,254,262,204,201,0.136471868,1,1
1226,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,231.25,43,250,180,452,0.136471868,1,0
1227,No,Points,Letter,High,2,No,High,1,1,3,Yes,1014.75,1637,1060,977,385,0.136471868,1,0
1228,No,Air Miles,Letter,High,1,Yes,Medium,1,1,5,No,1222.5,1935,1741,1018,196,0.136471868,1,0
1229,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,298.5,43,490,368,293,0.136471868,1,1
1230,Yes,Points,Postcard,High,1,No,Low,3,2,4,Yes,75.75,107,88,76,32,0.136471868,1,1
1231,Yes,Points,Postcard,Low,1,No,Medium,4,1,4,Yes,638,686,616,573,677,0.136471868,1,1
1232,No,Points,Letter,Medium,1,Yes,Low,3,2,5,Yes,292.5,282,194,244,450,0.136471868,1,0
1233,No,Cash Back,Letter,High,2,No,Low,2,1,6,Yes,1675.25,1773,1530,1548,1850,0.136471868,1,0
1234,No,Points,Postcard,Low,1,Yes,High,1,1,3,Yes,1043,710,783,938,1741,0.136471868,1,0
1235,No,Air Miles,Postcard,Medium,1,No,Low,1,2,4,No,643.25,504,610,742,717,0.136471868,1,0
1236,No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,361.5,369,477,252,348,0.136471868,1,0
1237,No,Points,Letter,Low,1,No,Low,1,1,5,Yes,945.25,57,1750,1386,588,0.136471868,1,0
1238,No,Points,Letter,Medium,1,No,High,1,1,6,No,1252,1867,1617,629,895,0.136471868,1,0
1239,No,Cash Back,Postcard,High,2,No,Low,1,2,4,No,996.5,377,699,943,1967,0.136471868,1,0
1240,No,Cash Back,Letter,Medium,2,No,Low,1,2,5,Yes,743.25,838,567,622,946,0.136471868,1,0
1241,Yes,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,274.25,174,75,427,421,0.136471868,1,1
1242,No,Cash Back,Letter,Low,2,No,Medium,3,1,5,No,756.5,821,786,583,836,0.136471868,1,0
1243,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1013,1335,1277,707,733,0.136471868,1,0
1244,Yes,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,832.5,1627,1070,629,4,0.136471868,1,1
1245,No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,997.25,1640,1435,691,223,0.136471868,1,0
1246,No,Cash Back,Postcard,Low,2,No,Low,3,1,5,No,271.25,231,159,408,287,0.136471868,1,0
1247,Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,No,1647.25,1780,1648,1659,1502,0.136471868,1,1
1248,Yes,Air Miles,Postcard,High,1,No,High,2,1,5,No,1016.5,1546,1159,948,413,0.136471868,1,1
1249,No,Points,Postcard,Medium,1,No,Medium,3,1,5,Yes,973.5,1515,1307,590,482,0.136471868,1,0
1250,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,3,No,1083.5,659,1151,1297,1227,0.136471868,1,0
1251,Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,985,152,1238,1585,965,0.136471868,1,1
1252,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,No,588.25,585,544,533,691,0.136471868,1,0
1253,Yes,Air Miles,Postcard,High,1,No,High,2,1,3,No,1143.25,1763,1542,515,753,0.136471868,1,1
1254,Yes,Air Miles,Letter,Low,2,No,High,2,1,5,Yes,1203,408,1333,1960,1111,0.136471868,1,1
1255,No,Cash Back,Postcard,Medium,1,No,High,3,2,3,Yes,917.25,1689,1295,588,97,0.136471868,1,0
1256,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1084.25,554,870,1676,1237,0.136471868,1,0
1257,No,Points,Postcard,Medium,2,Yes,Low,3,1,3,Yes,1117,664,757,1511,1536,0.136471868,1,0
1258,No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,79,72,25,19,200,0.136471868,1,0
1259,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1167.5,663,587,1543,1877,0.136471868,1,0
1260,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1007.75,1738,1211,785,297,0.136471868,1,0
1261,No,Points,Postcard,Low,1,No,Low,1,1,3,No,317.5,465,337,232,236,0.136471868,1,0
1262,No,Air Miles,Postcard,Low,1,No,Medium,3,1,4,No,958.75,343,1154,1260,1078,0.136471868,1,0
1263,No,Air Miles,Postcard,High,2,No,Low,2,2,4,Yes,1004,1238,1387,919,472,0.136471868,1,0
1264,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,1001.25,119,1310,1950,626,0.136471868,1,0
1265,No,Cash Back,Letter,High,1,No,Medium,3,1,3,Yes,799.25,702,861,956,678,0.136471868,1,0
1266,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,297.75,361,370,98,362,0.136471868,1,0
1267,No,Points,Postcard,High,1,No,High,3,2,1,No,1173.25,422,1845,1650,776,0.136471868,1,0
1268,No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,No,194,380,242,66,88,0.136471868,1,0
1269,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1079.75,1642,1424,994,259,0.136471868,1,0
1270,No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,736,627,620,951,746,0.136471868,1,0
1271,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1060,1206,1419,1016,599,0.136471868,1,0
1272,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,810,778,862,634,966,0.136471868,1,0
1273,No,Air Miles,Letter,Medium,1,No,High,4,2,3,Yes,1174.5,801,1462,1286,1149,0.136471868,1,0
1274,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1040.25,1931,989,815,426,0.136471868,1,0
1275,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,912,845,1458,911,434,0.136471868,1,0
1276,No,Points,Postcard,High,1,Yes,Medium,3,2,4,No,1005.5,408,1025,1561,1028,0.136471868,1,0
1277,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,1279,1728,1684,972,732,0.136471868,1,0
1278,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1087.75,1978,1064,881,428,0.136471868,1,0
1279,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,747,863,561,809,755,0.136471868,1,0
1280,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,Yes,1020.75,394,1512,1767,410,0.136471868,1,0
1281,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,959,1691,1391,627,127,0.136471868,1,0
1282,Yes,Cash Back,Postcard,Low,1,No,Low,3,2,5,Yes,1054.75,1663,1079,994,483,0.136471868,1,1
1283,No,Points,Postcard,Medium,1,No,High,2,2,5,Yes,824.5,861,647,934,856,0.136471868,1,0
1284,No,Points,Letter,Medium,1,No,High,2,1,2,Yes,789,919,610,633,994,0.136471868,1,0
1285,No,Air Miles,Letter,Medium,2,No,Low,3,1,2,No,1022.5,743,576,1393,1378,0.136471868,1,0
1286,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,963.75,1227,466,809,1353,0.136471868,1,0
1287,No,Points,Postcard,Medium,1,No,High,3,1,5,Yes,882.5,916,769,953,892,0.136471868,1,0
1288,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,155,368,102,19,131,0.136471868,1,0
1289,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,975,1987,1069,513,331,0.136471868,1,1
1290,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,1017.5,2077,1043,426,524,0.136471868,1,0
1291,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,162.75,81,431,128,11,0.136471868,1,0
1292,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,Yes,146,282,52,214,36,0.136471868,1,0
1293,Yes,Points,Postcard,Medium,1,No,Medium,1,2,4,No,1199.5,1277,1612,959,950,0.136471868,1,1
1294,No,Points,Postcard,High,2,No,Medium,2,1,5,No,705.75,832,641,608,742,0.136471868,1,0
1295,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,1324.25,572,1078,1664,1983,0.136471868,1,0
1296,No,Cash Back,Letter,High,1,No,High,2,1,3,No,974.5,893,1051,1292,662,0.136471868,1,0
1297,No,Air Miles,Postcard,High,1,No,Medium,4,1,3,No,1015,1744,1494,654,168,0.136471868,1,0
1298,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,952.75,73,1488,1545,705,0.136471868,1,0
1299,Yes,Points,Letter,Low,2,No,Low,1,1,4,Yes,628.75,742,541,636,596,0.136471868,1,1
1300,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1153.5,72,1184,1780,1578,0.136471868,1,0
1301,No,Points,Letter,Medium,1,No,High,4,1,4,Yes,1024,1223,1511,801,561,0.136471868,1,0
1302,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,2,Yes,940.5,249,730,1413,1370,0.136471868,1,0
1303,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1039.5,379,1093,2051,635,0.136471868,1,1
1304,No,Points,Letter,Medium,1,No,Low,3,1,6,No,196.25,410,134,67,174,0.136471868,1,0
1305,No,Air Miles,Letter,Low,1,Yes,High,1,1,3,Yes,1256.5,881,875,1105,2165,0.136471868,1,0
1306,No,Points,Letter,High,1,No,High,1,2,5,No,1139,1339,1473,994,750,0.136471868,1,0
1307,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1283.25,531,1841,2189,572,0.136471868,1,0
1308,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1044.75,758,438,2195,788,0.136471868,1,1
1309,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,1041.5,520,1205,1966,475,0.136471868,1,0
1310,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1066.75,1657,1435,913,262,0.136471868,1,1
1311,No,Points,Postcard,Medium,1,No,High,1,1,4,No,210,252,149,400,39,0.136471868,1,0
1312,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,104.5,62,232,114,10,0.136471868,1,0
1313,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,928,1595,1403,663,51,0.136471868,1,0
1314,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1832.25,1976,1749,1912,1692,0.136471868,1,0
1315,No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,943.5,249,775,889,1861,0.136471868,1,0
1316,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1164.25,458,1015,1320,1864,0.136471868,1,0
1317,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,935,224,1533,1417,566,0.136471868,1,1
1318,No,Points,Letter,High,1,No,Medium,2,2,4,No,1458.25,630,1344,1792,2067,0.136471868,1,0
1319,Yes,Points,Letter,Medium,1,No,Low,1,2,5,No,999,616,655,1309,1416,0.136471868,1,1
1320,Yes,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,121,95,31,155,203,0.136471868,1,1
1321,No,Cash Back,Postcard,Medium,1,No,High,4,1,1,Yes,908.5,602,1193,1309,530,0.136471868,1,0
1322,Yes,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,358.5,82,441,431,480,0.136471868,1,1
1323,No,Air Miles,Letter,High,1,No,Medium,1,1,1,No,1126,1938,991,995,580,0.136471868,1,0
1324,No,Air Miles,Letter,Low,1,No,High,2,1,5,No,1208.25,1995,1478,812,548,0.136471868,1,0
1325,No,Cash Back,Postcard,Low,2,No,High,1,2,3,Yes,928.5,1817,1053,517,327,0.136471868,1,0
1326,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,1330,770,1008,2150,1392,0.136471868,1,0
1327,No,Air Miles,Letter,Medium,1,No,High,1,2,5,No,1219,1129,1467,1683,597,0.136471868,1,0
1328,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,No,1144,2040,1144,906,486,0.136471868,1,0
1329,No,Cash Back,Postcard,Medium,1,No,High,1,2,3,Yes,1077,998,1142,945,1223,0.136471868,1,0
1330,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,994,95,1586,1509,786,0.136471868,1,0
1331,No,Points,Letter,Low,1,No,Medium,1,1,6,Yes,935,1533,1240,707,260,0.136471868,1,0
1332,No,Air Miles,Postcard,High,1,No,Low,2,1,2,No,305.5,383,7,453,379,0.136471868,1,0
1333,No,Points,Letter,Low,1,No,High,2,1,3,Yes,1623.25,1376,1433,2289,1395,0.136471868,1,0
1334,Yes,Points,Postcard,Medium,2,No,Low,3,1,4,No,1008.5,1641,1141,827,425,0.136471868,1,1
1335,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,1390.75,684,1427,2165,1287,0.136471868,1,1
1336,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,299.5,477,376,135,210,0.136471868,1,1
1337,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,769.25,695,870,588,924,0.136471868,1,0
1338,No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,1131.5,737,1313,1615,861,0.136471868,1,0
1339,No,Points,Letter,Low,1,No,Medium,2,1,2,No,1066,1831,1022,772,639,0.136471868,1,0
1340,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,268,261,347,265,199,0.136471868,1,1
1341,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,673,709,778,514,691,0.136471868,1,0
1342,No,Air Miles,Postcard,Low,1,No,Low,2,1,6,Yes,718.5,561,664,657,992,0.136471868,1,0
1343,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,781,630,962,618,914,0.136471868,1,1
1344,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1263,641,1813,1372,1226,0.136471868,1,0
1345,No,Points,Letter,Medium,1,No,Medium,1,2,3,Yes,1151.75,12,1651,1612,1332,0.136471868,1,0
1346,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1759.25,1808,1950,1592,1687,0.136471868,1,0
1347,No,Points,Postcard,High,1,No,Low,2,1,3,No,750.5,523,840,817,822,0.136471868,1,0
1348,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,920.75,667,1425,848,743,0.136471868,1,0
1349,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1072.25,1563,1356,1179,191,0.136471868,1,1
1350,No,Cash Back,Letter,Low,1,No,Low,2,2,2,Yes,671.75,558,729,539,861,0.136471868,1,0
1351,No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1296.75,267,1646,2107,1167,0.136471868,1,0
1352,No,Points,Letter,Medium,1,No,High,3,2,5,No,1026.25,342,1302,1988,473,0.136471868,1,0
1353,Yes,Points,Postcard,Medium,1,No,High,1,1,4,Yes,279.25,189,340,328,260,0.136471868,1,1
1354,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,997.5,1005,866,1147,972,0.136471868,1,1
1355,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,326.75,177,464,189,477,0.136471868,1,0
